-3.65901, -1.93339, 0.157269, 0.490472, -0.0444541, 0.0640659, -0.0182355, -0.00101447, -0.0173008, 0.0360744, 0.000135598, -0.00191359
-3.6592, -1.93328, 0.156827, 0.490334, -0.0441931, 0.0641368, -0.0182276, -0.00115234, -0.0172628, 0.0360535, 0.000154131, -0.00192164
-3.66369, -1.93064, 0.14628, 0.487012, -0.0379821, 0.0658728, -0.0180222, -0.00441015, -0.0163638, 0.0355565, 0.000592262, -0.00211942
-3.67609, -1.92273, 0.116792, 0.47765, -0.0208669, 0.0708312, -0.0175999, -0.0133578, -0.0139096, 0.0341719, 0.00178453, -0.00267971
-3.69646, -1.90772, 0.0673408, 0.461635, 0.00705373, 0.0795042, -0.01737, -0.0278585, -0.00998218, 0.0318667, 0.00368352, -0.00363837
-3.72462, -1.88254, -0.00327843, 0.438008, 0.0453141, 0.0927121, -0.0180148, -0.0475371, -0.00474982, 0.0286107, 0.00618929, -0.00503787
-3.75999, -1.84263, -0.0961238, 0.405489, 0.0928738, 0.111658, -0.0205026, -0.0716717, 0.00152259, 0.0243957, 0.00913825, -0.0069152
-3.80122, -1.78183, -0.211537, 0.362588, 0.147818, 0.137969, -0.0260483, -0.0990658, 0.0084603, 0.019263, 0.0122942, -0.0092824
-3.84583, -1.69246, -0.348348, 0.307841, 0.207029, 0.173697, -0.0360195, -0.127896, 0.0155881, 0.0133385, 0.0153525, -0.0121021
-3.88983, -1.56569, -0.50282, 0.240144, 0.265884, 0.221184, -0.0517523, -0.155603, 0.0223513, 0.00686882, 0.0179664, -0.0152626
-3.92733, -1.39412, -0.666113, 0.158686, 0.318198, 0.282316, -0.0737807, -0.178965, 0.0282207, 0.000278607, 0.019792, -0.0184601
-3.95079, -1.18126, -0.819386, 0.0659034, 0.35747, 0.355516, -0.0995656, -0.194995, 0.0330938, -0.0058161, 0.0205775, -0.0209851
-3.95514, -0.924914, -0.95114, -0.042319, 0.378483, 0.441174, -0.128514, -0.201153, 0.0365967, -0.0106957, 0.0205098, -0.0224993
-3.93471, -0.629893, -1.04466, -0.167702, 0.376166, 0.537531, -0.158236, -0.195207, 0.0386837, -0.0135961, 0.020058, -0.0226083
-3.88574, -0.315933, -1.08482, -0.291273, 0.348799, 0.637888, -0.18425, -0.176695, 0.040104, -0.0146709, 0.0195906, -0.0213664
-3.8105, -0.00406729, -1.0655, -0.40509, 0.299664, 0.735496, -0.202829, -0.147623, 0.0415255, -0.0141773, 0.0196256, -0.0188556
-3.71558, 0.284833, -0.989611, -0.504141, 0.235616, 0.823866, -0.211348, -0.11169, 0.0435548, -0.012602, 0.0205679, -0.0153054
-3.60999, 0.535126, -0.868606, -0.585149, 0.164988, 0.898306, -0.209111, -0.0731559, 0.0465596, -0.0105789, 0.0225496, -0.0110811
-3.50284, 0.739036, -0.718789, -0.64722, 0.0954131, 0.956737, -0.197324, -0.0357846, 0.0505873, -0.00868036, 0.025435, -0.00656325
-3.40166, 0.896133, -0.557294, -0.691449, 0.0324743, 0.999484, -0.178518, -0.00223398, 0.055401, -0.00729159, 0.0289167, -0.00205907
-3.31162, 1.01122, -0.399094, -0.72027, -0.020722, 1.02859, -0.155814, 0.0260805, 0.0605876, -0.00657508, 0.0326307, 0.00221784
