-0.974942, 22.2723, 28.0898, -0.10562, -0.734797, 0.572577
-0.98433, 22.207, 28.1407, -0.183796, -1.29179, 0.99937
-1.00762, 22.0427, 28.2675, -0.295819, -2.13873, 1.63503
-1.03692, 21.8268, 28.4314, -0.311673, -2.46171, 1.85313
-1.06303, 21.605, 28.5969, -0.297521, -2.58359, 1.9104
-1.08981, 21.3675, 28.771, -0.303276, -2.78546, 2.02052
-1.11694, 21.1098, 28.9561, -0.27727, -2.94047, 2.09139
-1.13911, 20.8447, 29.1428, -0.202074, -2.98644, 2.08328
-1.15287, 20.5789, 29.3265, -0.133089, -3.12647, 2.13813
-1.16277, 20.2889, 29.5229, -0.058102, -3.34083, 2.23979
-1.16319, 19.985, 29.7247, 0.0894604, -3.401, 2.23692
-1.14686, 19.6843, 29.9206, 0.294854, -3.33066, 2.15186
-1.11078, 19.3929, 30.1072, 0.479881, -3.29478, 2.09049
-1.06155, 19.0985, 30.2922, 0.623828, -3.25427, 2.02865
-0.999873, 18.8143, 30.4679, 0.76064, -3.05858, 1.87815
-0.926325, 18.5548, 30.6261, 0.93989, -2.82653, 1.71606
-0.832782, 18.3118, 30.7729, 1.16171, -2.72839, 1.63889
-0.7198, 18.0698, 30.9175, 1.30161, -2.69847, 1.59885
-0.601385, 17.8321, 31.0572, 1.29036, -2.62659, 1.53096
-0.490402, 17.6028, 31.1897, 1.30954, -2.48943, 1.43556
-0.368577, 17.3895, 31.3124, 1.43644, -2.2967, 1.31999
-0.235035, 17.1945, 31.4243, 1.50053, -2.09247, 1.19506
-0.101817, 17.0175, 31.5249, 1.43998, -1.89209, 1.06765
0.0209609, 16.8581, 31.6141, 1.34293, -1.70743, 0.95242
0.136926, 16.714, 31.6942, 1.27158, -1.51131, 0.836892
0.24702, 16.5895, 31.7629, 1.20461, -1.26094, 0.694156
0.35108, 16.4898, 31.8176, 1.14382, -0.973749, 0.533867
0.450365, 16.4163, 31.8578, 1.08807, -0.702524, 0.385423
0.544515, 16.3649, 31.8861, 0.999162, -0.412502, 0.230799
0.627994, 16.343, 31.8988, 0.85055, -0.0358772, 0.033989
0.695724, 16.3586, 31.8921, 0.683606, 0.381904, -0.183034
0.749524, 16.4109, 31.8663, 0.552705, 0.783205, -0.392976
0.793983, 16.4978, 31.8223, 0.448451, 1.20373, -0.615535
0.829248, 16.6249, 31.7569, 0.350142, 1.68202, -0.873048
0.85623, 16.7968, 31.6671, 0.267811, 2.13706, -1.12655
0.876859, 17.0048, 31.5566, 0.198545, 2.57638, -1.38282
0.891527, 17.2549, 31.4212, 0.132115, 3.12299, -1.71187
0.900346, 17.56, 31.2523, 0.0687839, 3.79912, -2.13437
0.903755, 17.9303, 31.0418, 0.0130325, 4.46195, -2.57835
0.902663, 18.3533, 30.7939, -0.0332259, 4.98857, -2.97551
0.897849, 18.8171, 30.5128, -0.0700553, 5.39115, -3.32854
0.890209, 19.3117, 30.2022, -0.0963074, 5.7268, -3.66847
0.880727, 19.8352, 29.8606, -0.116178, 6.01974, -4.00776
0.869555, 20.3819, 29.4897, -0.139423, 6.06231, -4.19605
0.855941, 20.9129, 29.1147, -0.173346, 5.67401, -4.07812
0.838738, 21.3906, 28.7647, -0.205711, 5.13855, -3.82749
0.81937, 21.8265, 28.4342, -0.222562, 4.81845, -3.71063
0.799171, 22.2472, 28.105, -0.241383, 4.56907, -3.62881
0.776458, 22.6387, 27.7891, -0.279127, 4.16777, -3.40744
0.749548, 22.9881, 27.4992, -0.317531, 3.68849, -3.09731
0.720008, 23.2945, 27.2385, -0.343001, 3.25873, -2.80409
0.68857, 23.5675, 27.0007, -0.367243, 2.93262, -2.57938
0.65472, 23.8158, 26.7799, -0.388789, 2.67127, -2.39626
0.619452, 24.0423, 26.5747, -0.37396, 2.29597, -2.09753
0.588238, 24.224, 26.407, -0.379343, 1.85017, -1.7194
0.552014, 24.3713, 26.2691, -0.499418, 1.55302, -1.46178
0.499453, 24.5001, 26.1472, -0.66527, 1.39153, -1.32201
0.433743, 24.6186, 26.034, -0.665933, 1.22596, -1.17704
0.381065, 24.718, 25.9379, -0.553827, 1.02726, -0.998082
0.335285, 24.8013, 25.8566, -0.519199, 0.864873, -0.848265
0.288763, 24.8718, 25.7871, -0.561232, 0.733037, -0.725291
0.235511, 24.9316, 25.7277, -0.642895, 0.600557, -0.599871
0.17447, 24.9786, 25.6805, -0.731553, 0.442843, -0.445719
0.105457, 25.0103, 25.6484, -0.824199, 0.259724, -0.260282
0.0279461, 25.0247, 25.6342, -0.950423, 0.0829983, -0.0805306
-0.0635073, 25.0251, 25.6341, -1.07406, -0.0675058, 0.0688791
-0.162998, 25.0127, 25.6464, -1.10713, -0.212088, 0.21138
-0.26033, 24.9874, 25.6717, -1.05226, -0.361733, 0.359931
-0.350067, 24.9484, 25.7104, -1.06774, -0.516829, 0.513546
-0.450151, 24.8955, 25.763, -1.14054, -0.667377, 0.659566
-0.55283, 24.8298, 25.8277, -1.09844, -0.801401, 0.785673
-0.645429, 24.753, 25.9027, -0.953762, -0.92401, 0.899248
-0.722387, 24.6655, 25.9875, -0.826697, -1.05374, 1.01819
-0.792398, 24.5657, 26.0837, -0.724858, -1.17931, 1.13052
-0.851251, 24.4559, 26.1885, -0.569917, -1.27592, 1.21362
-0.893716, 24.3389, 26.2994, -0.395429, -1.36222, 1.28583
-0.92155, 24.2137, 26.4171, -0.270249, -1.45577, 1.3619
-0.941761, 24.08, 26.5415, -0.19632, -1.52907, 1.41548
-0.956451, 23.9419, 26.6688, -0.142884, -1.56233, 1.4297
-0.967162, 23.8023, 26.7957, -0.0886477, -1.65443, 1.49534
-0.972211, 23.6477, 26.9346, -0.0321691, -1.8315, 1.63381
-0.972881, 23.4767, 27.0862, 0.00396531, -1.98119, 1.74174
-0.971506, 23.2955, 27.2442, 0.0175088, -2.05912, 1.78167
-0.969768, 23.1106, 27.4029, 0.0157382, -2.06388, 1.75661
-0.968708, 22.9286, 27.5565, 0.00564337, -1.99423, 1.67001
-0.968765, 22.7561, 27.6998, -0.00657745, -1.84927, 1.52502
-0.969877, 22.5999, 27.8276, -0.0160483, -1.62847, 1.32441
-0.971618, 22.4666, 27.9352, -0.019672, -1.33171, 1.07027
-0.973374, 22.3631, 28.0179, -0.0166176, -0.958943, 0.7637
-0.974572, 22.2961, 28.071, -0.0134781, -0.753593, 0.597425
