-1.97101, -2.6964, -0.156425, 0.782705, -0.249535, 0.136498, -0.0327743, -0.0387244, 0.00520779, -0.0163717, 0.00424998
-1.29203, -2.683, 0.00432958, 0.794497, -0.197327, 0.172574, -0.0921927, 0.0762958, 0.0293061, -0.00158186, 0.0131549
-0.625247, -2.65775, 0.162031, 0.782247, -0.143559, 0.190115, -0.142952, 0.133803, 0.0341972, 0.00121927, 0.0160855
0.0484439, -2.61037, 0.332692, 0.737229, -0.0785146, 0.16798, -0.175438, 0.128363, 0.0278413, -0.00442846, 0.0147493
0.727601, -2.54617, 0.513431, 0.662072, -0.00258899, 0.115365, -0.187316, 0.0882361, 0.0195498, -0.0103312, 0.0104651
1.39982, -2.47391, 0.690751, 0.566065, 0.0769629, 0.0521466, -0.181239, 0.0401857, 0.0131184, -0.0124327, 0.00463895
2.0549, -2.40008, 0.852318, 0.462753, 0.152357, 0.00211102, -0.163951, 0.0113116, 0.0111389, -0.00954464, -0.000546277
2.7091, -2.32232, 1.01671, 0.338812, 0.236192, -0.0370976, -0.137452, -0.00632671, 0.00638428, -0.00700285, -0.00275131
3.35564, -2.23878, 1.17681, 0.189421, 0.322174, -0.0765599, -0.0982338, -0.0224018, -0.00202107, -0.00232734, -0.00436437
3.97383, -2.14572, 1.30554, 0.0310373, 0.389087, -0.114585, -0.0477456, -0.0334531, -0.00933677, 0.00738848, -0.00737695
4.54831, -2.03405, 1.37797, -0.111982, 0.415408, -0.14564, 0.00917518, -0.037079, -0.0105224, 0.0207846, -0.0114968
5.08322, -1.89118, 1.41282, -0.232015, 0.399814, -0.153345, 0.0745784, -0.0340727, -0.00292069, 0.0272376, -0.0128471
5.59268, -1.71639, 1.42211, -0.337829, 0.355939, -0.139069, 0.140694, -0.0270173, 0.00622016, 0.0223115, -0.00951887
6.08266, -1.51416, 1.37324, -0.423589, 0.283135, -0.120612, 0.18864, -0.0171503, 0.00971127, 0.0122267, -0.00250597
6.56185, -1.28751, 1.23384, -0.484154, 0.178328, -0.113785, 0.202868, -0.00629121, 0.00320414, 0.00412159, 0.00694339
7.07178, -1.0145, 0.941977, -0.507932, 0.0116771, -0.124588, 0.169438, 0.00635028, -0.0175651, -0.000739932, 0.0220853
7.63096, -0.675845, 0.515861, -0.505982, -0.223126, -0.130392, 0.0972726, 0.0187863, -0.0420141, -0.0112023, 0.0425882
8.15238, -0.323372, 0.0932958, -0.512209, -0.454359, -0.11681, 0.0183966, 0.0224873, -0.0499159, -0.0249352, 0.0554008
8.54063, -0.0205142, -0.217553, -0.533332, -0.613259, -0.0886864, -0.0402648, 0.0162815, -0.0379119, -0.0349919, 0.0540988
8.71543, 0.177053, -0.356169, -0.554092, -0.651924, -0.059247, -0.064568, 0.00245556, -0.0109685, -0.0312916, 0.0374169
8.70371, 0.285662, -0.386933, -0.554024, -0.602262, -0.030228, -0.0669384, -0.0160105, 0.0270825, -0.011794, 0.00937536
8.57882, 0.348124, -0.372821, -0.534653, -0.501317, -0.000395015, -0.0587065, -0.0317466, 0.0618207, 0.0118509, -0.0197357
8.41428, 0.408673, -0.370278, -0.501142, -0.383841, 0.0297495, -0.0508227, -0.039325, 0.0806859, 0.0283782, -0.0411386
8.27312, 0.504707, -0.429847, -0.457084, -0.276022, 0.0572802, -0.0533283, -0.034574, 0.0728346, 0.0304108, -0.0487657
8.12601, 0.616042, -0.529219, -0.403076, -0.148908, 0.0866512, -0.0657144, -0.0182666, 0.0420439, 0.0244301, -0.0482897
7.94382, 0.730142, -0.646525, -0.336053, -0.0114854, 0.114558, -0.0820615, 0.00412256, -0.000830263, 0.0146931, -0.0423199
7.70373, 0.839021, -0.764898, -0.253951, 0.118149, 0.136706, -0.0948215, 0.0260814, -0.0443261, 0.00362894, -0.031984
7.38088, 0.934753, -0.868172, -0.157536, 0.224775, 0.151148, -0.0934522, 0.04098, -0.0748807, -0.00662962, -0.0193512
6.96367, 1.01471, -0.968795, -0.0573298, 0.32672, 0.171437, -0.0638244, 0.0527409, -0.0819708, -0.0125452, -0.0116632
6.47111, 1.08716, -1.05351, 0.0383755, 0.418505, 0.199627, -0.0155883, 0.0550849, -0.0659548, -0.0171095, -0.00855879
5.92763, 1.16292, -1.10341, 0.129941, 0.482598, 0.224465, 0.0333657, 0.0423857, -0.0358453, -0.0234854, -0.00531088
5.35833, 1.25433, -1.10693, 0.227017, 0.500579, 0.224012, 0.0619066, 0.0161327, -0.0104955, -0.032564, 0.00555451
4.748, 1.3737, -1.06334, 0.339427, 0.462592, 0.181341, 0.0763202, -0.0149837, 0.00987259, -0.0305556, 0.018925
4.09268, 1.51896, -0.982258, 0.454347, 0.3897, 0.108534, 0.0870774, -0.0421847, 0.0320523, -0.0136621, 0.0253601
3.41127, 1.68159, -0.87372, 0.555712, 0.305821, 0.0238176, 0.0926162, -0.0608622, 0.0525548, 0.00979823, 0.0239323
2.72472, 1.84912, -0.747823, 0.630903, 0.228669, -0.0537169, 0.0890365, -0.0712747, 0.0653669, 0.0254918, 0.0202292
2.03115, 2.03193, -0.599203, 0.683838, 0.143235, -0.127909, 0.0717089, -0.0722817, 0.0612388, 0.0226052, 0.0241104
1.32505, 2.2373, -0.424919, 0.720323, 0.044609, -0.204004, 0.0475855, -0.0568858, 0.0410892, 0.0152574, 0.0292388
0.622208, 2.43977, -0.238267, 0.735079, -0.044635, -0.266025, 0.0249081, -0.027743, 0.0145551, 0.0161437, 0.0263949
-0.0634905, 2.6102, -0.0523592, 0.724588, -0.108387, -0.301883, 0.00805308, 0.00423287, -0.00699902, 0.0291867, 0.0125304
-0.735152, 2.73919, 0.134837, 0.687604, -0.147855, -0.311879, -0.00515831, 0.0295677, -0.0194647, 0.043459, -0.00625184
-1.40444, 2.84611, 0.333463, 0.627633, -0.180765, -0.304169, -0.0174184, 0.0517912, -0.0300059, 0.041926, -0.0187596
-2.0547, 2.92469, 0.523802, 0.548337, -0.202773, -0.274833, -0.0223042, 0.0716866, -0.0363629, 0.025654, -0.024387
-2.66871, 2.96421, 0.689547, 0.455137, -0.210341, -0.222861, -0.0171583, 0.0867262, -0.0365025, 0.00549775, -0.0269401
-3.23944, 2.94979, 0.83032, 0.35132, -0.199746, -0.144899, -0.00191182, 0.0885197, -0.0303307, -0.00942761, -0.0284776
-3.78357, 2.88087, 0.969438, 0.231404, -0.170348, -0.0359943, 0.0229534, 0.0707545, -0.0206624, -0.0318317, -0.0220875
-4.29017, 2.771, 1.08543, 0.103522, -0.134657, 0.0838931, 0.0495254, 0.0418246, -0.00652372, -0.0545205, -0.0124436
-4.74839, 2.63227, 1.15339, -0.0200383, -0.103227, 0.190373, 0.069189, 0.0131454, 0.00967911, -0.0684173, -0.00452504
-5.1501, 2.46988, 1.15055, -0.127052, -0.0823685, 0.260475, 0.0731701, -0.00482035, 0.022728, -0.0638668, -0.00242478
-5.49788, 2.26124, 1.08021, -0.22132, -0.060713, 0.302663, 0.0604239, -0.0191358, 0.0267872, -0.042474, -0.00132491
-5.80394, 2.01774, 0.96354, -0.30312, -0.0367565, 0.323422, 0.0381351, -0.0314096, 0.0232649, -0.0154291, 0.00182489
-6.08074, 1.75883, 0.82155, -0.37152, -0.0128997, 0.326799, 0.013114, -0.0414426, 0.0160338, 0.00814265, 0.00723011
-6.34059, 1.50247, 0.671865, -0.425368, 0.00758144, 0.316537, -0.00992346, -0.0489307, 0.00932682, 0.021844, 0.0134808
-6.58122, 1.22993, 0.490072, -0.463451, 0.0268823, 0.292652, -0.04266, -0.0523386, 0.000682354, 0.0334466, 0.0172214
-6.79832, 0.947222, 0.285514, -0.490544, 0.0473422, 0.252824, -0.0799065, -0.0524274, -0.00960433, 0.0472998, 0.0172867
-6.99093, 0.673704, 0.0815679, -0.509856, 0.0691565, 0.194789, -0.110743, -0.0509765, -0.0190238, 0.0605587, 0.0150695
-7.15912, 0.429211, -0.0991996, -0.520911, 0.0910957, 0.116392, -0.126014, -0.0508008, -0.0248379, 0.0659454, 0.014038
-7.29667, 0.223111, -0.260795, -0.512786, 0.110832, 0.0106865, -0.128795, -0.0522034, -0.0256965, 0.0549002, 0.0154867
-7.41313, 0.0423841, -0.416576, -0.488283, 0.130111, -0.113575, -0.129987, -0.0535029, -0.0218698, 0.0305179, 0.016831
-7.52426, -0.129716, -0.570528, -0.458917, 0.152331, -0.241241, -0.136346, -0.0539, -0.0140386, 0.00063616, 0.0157268
