-5.92532e-18, -1.15057e-18, 8.68547e-19
-5.90162e-18, -3.08974e-18, 8.93923e-19
-5.88915e-18, -4.0479e-19, -1.46834e-18
-5.98705e-18, 8.13511e-19, 2.78212e-18
-5.9434e-18, -1.52346e-18, 2.03699e-18
-6.02884e-18, 2.37979e-18, 3.92518e-18
-5.91721e-18, -5.7878e-19, 8.53549e-20
-6.03071e-18, 3.15048e-18, 3.52724e-18
-5.95525e-18, -5.53871e-19, 2.0243e-18
-5.92719e-18, -3.79881e-19, 4.70607e-19
-5.94527e-18, -7.52769e-19, 1.63905e-18
-5.94902e-18, 7.88602e-19, 8.4317e-19
-5.93529e-18, -9.51668e-19, 1.2538e-18
-5.99516e-18, 2.41724e-19, 3.56531e-18
-6.03382e-18, 2.47924e-18, 4.11781e-18
-5.83926e-18, -1.39928e-18, -3.3946e-18
-5.94527e-18, -7.52769e-19, 1.63905e-18
-6.00888e-18, 1.98199e-18, 3.15468e-18
-5.9989e-18, 1.7831e-18, 2.76943e-18
-6.00265e-18, 3.32447e-18, 1.97355e-18
-5.97272e-18, 2.72777e-18, 8.17793e-19
-5.89913e-18, -2.05891e-19, -1.08309e-18
-5.98144e-18, -1.49855e-18, 3.97594e-18
-5.99516e-18, 2.41724e-19, 3.56531e-18
-5.97895e-18, 1.3853e-18, 1.99892e-18
-5.93904e-18, 5.89704e-19, 4.57918e-19
-5.92906e-18, 3.90805e-19, 7.26665e-20
-5.87917e-18, -6.03688e-19, -1.85359e-18
-5.94714e-18, 1.79164e-20, 1.24111e-18
-6.05502e-18, 1.43512e-18, 5.87682e-18
-6.03039e-18, 2.04417e-18, 4.22047e-18
2.16086e-16, -1.77242e-19, 5.01738e-18
-5.97209e-18, 5.15163e-19, 2.20424e-18
-5.87917e-18, -6.03688e-19, -1.85359e-18
-5.74853e-18, -3.57471e-18, -6.66289e-18
-5.9406e-18, 2.54085e-19, 7.53201e-19
-5.94902e-18, 7.88602e-19, 8.4317e-19
-5.96523e-18, -3.54972e-19, 2.40955e-18
-6.04007e-18, 7.00391e-18, 1.53754e-18
-5.94527e-18, -7.52769e-19, 1.63905e-18
-5.93029e-18, -6.91826e-18, 4.82257e-18
-5.91285e-18, 1.53438e-18, -1.49372e-18
-5.95276e-18, 2.32997e-18, 4.72897e-20
-5.79312e-18, -8.52405e-19, -6.11674e-18
-5.68334e-18, -1.47746e-17, -2.83171e-18
-5.96774e-18, 8.49546e-18, -3.13623e-18
-5.69832e-18, -8.60908e-18, -6.01523e-18
-5.88792e-18, 6.90427e-18, -6.21824e-18
-5.84298e-18, -1.15922e-17, 3.33232e-18
-5.87294e-18, 7.38785e-19, -3.03472e-18
-5.5237e-18, -1.79569e-17, -8.99574e-18
-5.98272e-18, 1.46609e-17, -6.31975e-18
2.16272e-16, 3.25952e-19, -4.8795e-18
-5.68334e-18, -1.47746e-17, -2.83171e-18
-5.95276e-18, 2.32997e-18, 4.72897e-20
-5.79312e-18, -8.52405e-19, -6.11674e-18
-5.76316e-18, -1.31834e-17, 2.50304e-19
-6.08244e-18, -6.81862e-18, 1.25784e-17
-5.87294e-18, 7.38785e-19, -3.03472e-18
-5.68334e-18, -1.47746e-17, -2.83171e-18
-5.96774e-18, 8.49546e-18, -3.13623e-18
-5.55366e-18, -5.62597e-18, -1.53628e-17
-5.72828e-18, 3.72189e-18, -1.23823e-17
-5.9029e-18, 1.30698e-17, -9.40176e-18
-5.95276e-18, 2.32997e-18, 4.72897e-20
-6.08244e-18, -6.81862e-18, 1.25784e-17
-5.95276e-18, 2.32997e-18, 4.72897e-20
-6.04756e-18, 1.00866e-17, -5.42172e-20
-6.04756e-18, 1.00866e-17, -5.42172e-20
-6.19971e-18, 1.01863e-17, 7.70157e-18
-5.95276e-18, 2.32997e-18, 4.72897e-20
-5.99267e-18, 3.12557e-18, 1.5883e-18
-6.02509e-18, 8.3842e-19, 4.72106e-18
-5.96025e-18, 5.41272e-18, -1.54447e-18
-5.90536e-18, -1.54836e-18, 9.80433e-20
