-5.486e-20, 2.98334e-20
-1.00514e-18, -1.66808e-18
-4.91878e-19, -2.43361e-18
2.18954e-18, 1.35491e-18
-1.1642e-18, 1.68433e-18
-7.48023e-20, 4.73214e-18
2.18954e-18, 1.35491e-18
3.38868e-18, 2.68143e-18
2.06873e-18, 1.53502e-18
1.5294e-18, 7.81904e-19
8.65237e-19, 1.77241e-18
1.58567e-18, 2.25567e-18
7.44407e-19, 1.95273e-18
1.82307e-18, 3.45895e-18
6.15341e-19, 5.26005e-18
2.80145e-18, -2.67287e-18
1.70639e-18, 2.07534e-18
1.34002e-18, 4.17939e-18
5.11253e-19, -8.14472e-19
6.32054e-19, -9.94368e-19
-2.21692e-19, 3.39361e-18
1.83134e-18, 3.31523e-19
1.49033e-19, -2.74348e-19
-1.66247e-18, 2.42752e-18
-3.42388e-19, 3.57351e-18
1.95214e-18, 1.51628e-19
2.06873e-18, 1.53502e-18
2.61619e-18, -8.38884e-19
8.43798e-20, 1.37952e-18
1.74071e-18, 4.66762e-19
1.7367e-18, 2.03027e-18
3.43399e-18, 2.61381e-18
2.12902e-18, 1.44506e-18
5.9028e-18, -4.18324e-18
2.4654e-18, -6.13894e-19
-8.72769e-19, 5.14354e-18
4.50838e-19, -7.24313e-19
-1.54164e-18, 2.2472e-18
1.71052e-18, 5.1163e-19
3.50538e-18, 4.06482e-18
-7.29661e-18, -4.74439e-18
-6.58866e-18, 4.29578e-19
-3.69049e-18, -3.89266e-18
-1.18689e-17, -4.15525e-18
-6.58866e-18, 4.29578e-19
1.60145e-17, 4.09827e-18
6.42018e-18, -6.51226e-18
-2.05636e-17, 8.81231e-18
-1.30838e-18, 5.01441e-18
-1.57332e-17, 1.6083e-18
7.38628e-18, -7.95315e-18
1.31826e-17, -1.6598e-17
4.48798e-18, -3.63049e-18
-1.95975e-17, 7.37142e-18
2.5559e-18, -7.48929e-19
1.58981e-18, 6.91745e-19
-7.03857e-18, -1.13593e-17
-1.2835e-17, -2.71436e-18
-8.00467e-18, -9.91837e-18
-2.24293e-17, -1.33247e-17
7.38628e-18, -7.95315e-18
9.80151e-18, -1.15551e-17
-4.17342e-18, -3.17242e-18
4.24657e-18, -3.27048e-18
8.31912e-18, 3.11545e-18
-1.50087e-17, 5.27633e-19
5.30024e-18, 7.6178e-18
1.14588e-17, -1.56722e-18
1.2875e-17, 8.78053e-18
4.45485e-18, 8.87857e-18
-3.48059e-18, 2.0243e-18
9.40741e-19, 1.65992e-18
-2.46928e-18, 5.1579e-19
2.5709e-18, -7.71476e-19
1.34829e-18, 1.05197e-18
