-5.34623e-18, -1.40433e-19, 1.22484e-18, 9.86276e-19, 1.93551e-18, 2.27723e-18, 5.35223e-19
-8.9232e-19, 8.4028e-19, 4.04593e-18, -5.15309e-18, -9.80187e-19, 1.86609e-19, 9.93958e-19
-3.15893e-18, 2.09513e-18, 9.62713e-19, -4.30153e-18, -3.86179e-19, -8.515e-19, 2.24744e-18
-4.07778e-18, 1.4128e-18, 2.00628e-18, -1.47275e-18, 1.45511e-18, 7.35461e-19, -9.5091e-19
-2.60832e-18, -5.13856e-19, 2.05882e-18, -3.39576e-18, 1.79929e-18, 2.49052e-18, 4.12654e-19
-5.97511e-18, -1.57421e-18, 3.51238e-18, -2.14485e-18, 4.67476e-18, 7.6275e-19, -2.5245e-18
-4.44597e-18, -2.57709e-18, 3.30528e-18, 1.07472e-19, -2.1304e-19, -1.16002e-18, -1.05643e-18
-9.63746e-18, -4.80726e-18, 6.1963e-18, -2.82073e-18, 7.25587e-19, 1.79356e-18, -6.11656e-19
-4.31749e-18, -4.51458e-19, 1.20801e-18, -3.86583e-18, 1.97564e-18, 2.61031e-18, -2.62273e-18
-6.24512e-18, -2.85611e-18, 1.13315e-18, -6.45544e-18, 2.62958e-18, 8.95947e-19, 2.09709e-18
-5.6577e-18, -2.92299e-18, 4.00528e-18, -4.67108e-18, -1.11962e-18, -2.73189e-19, -1.92499e-18
1.42973e-17, 1.34028e-17, -1.36893e-17, 1.10079e-17, 2.53926e-18, 2.57372e-18, 2.50339e-18
-1.90445e-18, 1.58842e-19, 8.11706e-19, -5.77972e-19, 5.75331e-18, 7.46322e-20, 1.21547e-18
-2.52507e-18, 1.94282e-18, 2.52605e-18, 8.00786e-20, 7.09904e-19, 2.96266e-18, -5.3469e-18
-1.04162e-17, -5.59691e-18, 9.49901e-18, -5.44233e-18, 4.2048e-18, -2.65726e-18, -3.39399e-18
8.34683e-18, 5.40524e-18, -6.15785e-18, 3.88177e-18, 3.52988e-19, 1.66968e-18, 5.60861e-18
-2.40706e-18, -1.11664e-18, 2.84845e-19, 6.11103e-19, 1.69837e-18, -1.43533e-18, -6.35945e-19
7.19798e-18, 7.18281e-18, -4.16413e-18, 5.52706e-18, 9.65688e-20, 3.53319e-18, -2.77313e-18
-2.42187e-18, 3.92039e-19, -3.83162e-19, -1.32578e-18, -2.46624e-19, 1.68021e-18, -9.19961e-19
-2.71545e-18, -3.78395e-19, 1.17165e-18, 1.27733e-18, 3.62852e-18, -7.90925e-19, 1.29195e-18
-1.62723e-18, -2.32022e-18, 5.33163e-19, 1.01456e-18, 4.44477e-18, 3.19864e-18, -2.69366e-18
1.41538e-17, 1.33295e-17, -1.45947e-17, 1.03365e-17, 3.03673e-18, 2.36019e-19, 1.26e-18
-9.76014e-18, -4.82972e-18, 8.14954e-18, -8.15129e-18, -4.15485e-19, 1.74682e-18, 8.20878e-19
9.9685e-19, 5.07556e-18, -2.96615e-18, 2.07967e-18, -2.74164e-18, 2.96235e-18, -3.01287e-18
-1.22063e-17, -9.37377e-19, 7.55812e-18, -8.99004e-18, 2.97933e-18, 8.79952e-22, -4.9267e-19
