9.31573e-18, 9.2552e-18, -1.23944e-17, 7.88156e-18, 4.50351e-19, 3.35177e-18, 4.7731e-19
-6.88751e-18, -5.20568e-18, 4.50745e-18, -3.6737e-19, 1.5805e-18, 1.34381e-18, -8.9176e-19
2.44608e-18, 5.84784e-18, -1.75309e-18, 7.16486e-19, 2.91749e-18, 2.7063e-18, -6.97039e-19
-4.09067e-18, 2.04436e-18, 1.29428e-18, 8.65318e-19, 1.76948e-19, -2.7661e-18, -1.14269e-18
2.0824e-18, 1.81371e-18, -1.95369e-18, 4.52816e-18, 3.35284e-19, -2.33794e-18, 1.37094e-19
2.63674e-18, 2.26937e-18, -2.02975e-18, 3.53564e-18, 5.94915e-18, -1.5465e-18, 5.44062e-18
-2.13743e-18, 4.05463e-19, 1.1308e-19, 6.11896e-18, 6.6756e-19, -4.83062e-18, 6.40239e-18
1.40197e-18, 3.28432e-18, -3.63429e-18, 2.65927e-18, 2.66519e-18, -2.08823e-18, 4.04536e-18
-1.67806e-18, 2.79065e-19, -5.08175e-18, 8.37362e-19, -3.48905e-18, 1.11956e-18, 6.69512e-18
-3.01661e-18, 5.99959e-19, 1.5702e-18, 1.05002e-18, -1.78605e-18, -5.27389e-18, 5.374e-18
-2.94097e-18, 4.76412e-19, -3.13923e-20, -4.87775e-19, -2.37287e-18, -1.64622e-19, -2.08418e-18
-4.6935e-18, -7.25855e-20, 1.70448e-18, -3.30653e-18, 8.73722e-19, -2.02501e-18, 6.26153e-19
-5.43836e-18, 1.88502e-18, 2.89852e-18, -3.03937e-18, -7.2628e-19, -7.38504e-19, -2.735e-18
-4.55553e-18, 5.97803e-18, 7.55972e-19, -2.5206e-18, 2.7071e-18, -1.19376e-18, -1.54881e-18
-1.31963e-18, -8.23673e-19, -1.16263e-18, -2.51519e-18, 2.07417e-18, -2.32683e-18, -1.94188e-18
-4.04397e-18, 9.31017e-18, 2.69917e-18, -4.42678e-18, 3.01076e-19, -1.29985e-18, -2.77745e-19
1.20787e-18, 1.54356e-17, 1.98538e-18, -2.96107e-18, -6.60393e-19, -1.9903e-18, 1.90246e-18
-7.55727e-18, 9.96163e-18, -9.61643e-18, 2.93655e-18, 3.35428e-18, 3.88732e-21, -1.77807e-19
8.09279e-18, 3.83853e-18, -6.62488e-18, 4.89109e-18, -3.02286e-18, -5.17161e-19, -3.36764e-18
8.98186e-18, -1.77621e-18, 9.58851e-18, -5.65953e-18, -6.43075e-18, -9.4015e-18, -1.14598e-18
-2.05846e-18, 5.86409e-18, 3.61944e-18, -2.63885e-18, 8.22606e-19, 6.33716e-18, 1.03373e-17
1.2908e-17, -1.05753e-17, 1.39941e-17, 1.51783e-18, -7.77735e-18, -7.74962e-19, 3.08194e-18
2.14159e-17, -5.89555e-18, 5.74416e-18, 7.40466e-18, 2.07778e-18, -9.29576e-18, -1.92216e-18
2.44404e-17, 1.79881e-17, 6.70886e-19, -2.32308e-17, -1.2497e-17, -1.39184e-18, -4.99456e-18
3.1763e-17, 9.04415e-18, -8.90779e-18, -4.31509e-18, 4.26225e-18, -1.14908e-17, -8.62656e-20
-2.22986e-17, -2.23601e-17, -1.77923e-17, -2.85543e-20, 4.88542e-18, -4.48192e-18, -7.61942e-18
1.86595e-17, -4.30106e-17, -5.86581e-18, 4.6776e-18, -3.12118e-18, 1.3096e-18, -3.06691e-18
2.38438e-17, -7.09482e-18, -3.60198e-18, -3.0326e-18, 1.69353e-18, 7.47595e-18, 7.23909e-19
-2.90011e-18, 2.80406e-17, -8.4438e-18, -4.18778e-18, -1.60712e-17, 6.92203e-18, -5.63656e-18
3.34128e-17, -1.31979e-17, 6.80441e-18, -3.12174e-19, 7.16274e-18, 1.31089e-17, -2.68522e-19
4.51863e-18, -7.63669e-18, 1.11046e-17, -6.91894e-18, -5.86559e-18, 4.15945e-18, 1.52649e-17
-9.16751e-18, 1.04464e-17, -1.33251e-17, 1.08482e-18, -4.52431e-18, 4.44935e-18, -3.27672e-18
-8.43125e-20, 9.84151e-18, 2.41892e-17, 2.43972e-17, -5.50523e-18, -4.8296e-18, -3.95118e-18
7.96966e-18, -2.64567e-17, -6.88716e-18, 3.00908e-18, -2.73172e-18, 9.79715e-19, -1.40442e-18
-2.38313e-17, -9.34183e-18, 1.88272e-18, 9.00932e-18, -6.30455e-18, 5.82638e-18, 5.0351e-18
-3.68829e-18, 1.16777e-18, 4.45564e-18, 4.31699e-18, 5.68737e-18, 3.01681e-18, -1.81687e-18
-8.6994e-18, -2.39269e-17, -1.95305e-17, -3.82428e-18, -1.88525e-17, -2.5761e-18, 2.98496e-18
-7.92286e-18, 2.85195e-18, 1.30879e-18, 1.23701e-17, -1.22443e-17, -5.95776e-18, 8.81458e-20
-1.13519e-17, 8.5274e-19, -8.94142e-18, 2.1182e-18, 3.65867e-18, -8.84615e-18, 5.5697e-18
5.91832e-19, -1.2046e-17, 2.91126e-19, 2.76595e-18, -7.09826e-19, 3.64762e-18, -8.91377e-18
1.60671e-17, 2.75972e-19, 8.62726e-18, -6.58891e-18, 4.53451e-18, -4.99125e-18, -1.86586e-18
-6.20793e-18, 9.13194e-18, 1.70206e-17, 1.02847e-17, -3.23521e-18, 7.06928e-18, -4.69186e-18
-1.32469e-17, 3.87399e-18, -1.55044e-17, -7.27972e-18, 8.15254e-18, 7.18094e-19, -3.3177e-19
3.99494e-18, -1.15657e-17, 7.75233e-19, -8.22649e-19, -1.82534e-18, -1.92203e-18, -4.44784e-19
-5.64265e-18, 5.43765e-18, 3.31217e-18, -1.90915e-18, 4.02327e-18, -3.56252e-18, -2.14849e-18
-3.24086e-18, -2.29566e-18, 1.07835e-18, 1.51218e-20, 1.39466e-18, 1.19559e-18, 3.24106e-18
-7.0864e-18, 3.6718e-18, -9.73085e-19, -2.17971e-18, 3.52436e-18, 1.51444e-18, 1.71266e-18
-1.50759e-18, -3.85316e-18, 3.33146e-18, -2.63337e-18, 2.80706e-18, -2.25531e-18, -1.72412e-18
-3.93844e-18, 6.23213e-18, -1.21719e-18, -1.72198e-18, 1.06196e-18, -1.47309e-18, 1.16606e-18
-1.16084e-18, -4.86813e-19, 1.70256e-18, -2.33087e-19, 1.42259e-18, 8.84654e-19, -1.55728e-19
