-2.75849, -11.3105, 3.84422
-2.78437, -11.3451, 3.66703
-2.80926, -11.3668, 3.49982
-2.83167, -11.3939, 3.32168
-2.8486, -11.4416, 3.11175
-2.85697, -11.5092, 2.83986
-2.85429, -11.5759, 2.51446
-2.83705, -11.644, 2.19044
-2.80596, -11.7275, 1.91154
-2.76577, -11.8567, 1.69747
-2.72305, -12.0435, 1.50408
-2.68748, -12.2307, 1.29645
-2.65861, -12.3656, 1.06844
-2.6225, -12.4118, 0.836368
-2.57575, -12.3894, 0.617467
-2.52428, -12.3311, 0.409781
-2.47443, -12.2651, 0.209334
-2.43073, -12.2177, 0.0131669
-2.38363, -12.185, -0.172159
-2.33209, -12.1531, -0.345956
-2.28077, -12.1127, -0.511172
-2.23677, -12.0558, -0.670968
-2.19941, -11.9798, -0.832592
-2.16439, -11.8905, -0.991073
-2.13237, -11.7956, -1.13563
-2.10648, -11.7049, -1.25512
-2.08908, -11.618, -1.34755
-2.08163, -11.5307, -1.4197
-2.08691, -11.4483, -1.47324
-2.10737, -11.376, -1.50988
-2.15419, -11.3189, -1.53049
-2.23158, -11.2726, -1.53407
-2.31582, -11.2266, -1.52194
-2.38157, -11.1731, -1.49758
-2.40582, -11.11, -1.46595
-2.39596, -11.0431, -1.42999
-2.37802, -10.9687, -1.38852
-2.37627, -10.8833, -1.33813
-2.41002, -10.7819, -1.27658
-2.47076, -10.6561, -1.2121
-2.54425, -10.5219, -1.13664
-2.61826, -10.3992, -1.03984
-2.68209, -10.3041, -0.912253
-2.74241, -10.2137, -0.76205
-2.79791, -10.1362, -0.588919
-2.84126, -10.0926, -0.383627
-2.86308, -10.1013, -0.131753
-2.84503, -10.1588, 0.191349
-2.79102, -10.238, 0.576195
-2.71814, -10.3179, 0.996028
-2.64962, -10.3887, 1.42095
-2.59445, -10.4622, 1.86593
-2.53319, -10.5307, 2.34101
-2.45854, -10.5766, 2.80597
-2.37417, -10.5985, 3.22284
-2.29548, -10.6119, 3.58901
-2.23976, -10.6312, 3.93621
-2.21276, -10.649, 4.24806
-2.20409, -10.6599, 4.50316
-2.19838, -10.6655, 4.67951
-2.2035, -10.6756, 4.78347
-2.21828, -10.6923, 4.83412
-2.23979, -10.7151, 4.85064
-2.26351, -10.7433, 4.84584
-2.29081, -10.7788, 4.7953
-2.32557, -10.8211, 4.7102
-2.36805, -10.8684, 4.60978
-2.41568, -10.9193, 4.51161
-2.46623, -10.9737, 4.39758
-2.51293, -11.0273, 4.27094
-2.55298, -11.0768, 4.14865
-2.58886, -11.1232, 4.04931
-2.6269, -11.1703, 3.98098
-2.6692, -11.2184, 3.93289
-2.71421, -11.2661, 3.89168
