17.9596, -24.3908, -31.0501, -9.5423, -11.5142, 0.167965, -0.83852, -5.24551, 0.449763, -0.26767, -0.565147, -1.49809, -0.651037, 0.0383008
19.3536, -26.9522, -31.7641, -7.4704, -11.6056, 0.0514035, -0.305363, -5.22798, 0.125805, -0.334372, -0.511382, -1.392, -0.444459, 0.0412906
20.9272, -29.7925, -32.0933, -5.09376, -11.7573, 0.234575, 0.459548, -5.18045, 0.106267, -0.110385, -0.350707, -0.851433, -0.14149, -0.14483
22.3186, -31.771, -32.5417, -2.49347, -11.8239, 0.461576, 1.42075, -4.74874, -0.203046, 0.152534, -0.161893, -0.549787, 0.144453, -0.230386
23.379, -33.1813, -33.0896, 0.177612, -11.6626, 0.79319, 2.3736, -4.24516, -0.766839, 0.118842, -0.0706573, -0.611863, 0.29512, -0.166401
24.0482, -35.0849, -33.0568, 2.72126, -11.4439, 1.45511, 3.19811, -4.05016, -0.935133, -0.230189, -0.130351, -0.553068, 0.260832, -0.198933
24.0443, -36.3759, -32.47, 5.06723, -11.2864, 2.04594, 3.95238, -3.44817, -1.03697, -0.499111, -0.288061, -0.340893, 0.133147, -0.330011
23.1498, -36.225, -31.8844, 7.04104, -10.884, 2.46425, 4.6019, -2.18983, -1.3338, -0.430689, -0.355714, -0.0194082, 0.0533485, -0.430359
21.5611, -35.1098, -31.9535, 8.62291, -9.78249, 3.08558, 5.0343, -0.968184, -1.77601, -0.294477, -0.147012, 0.188935, 0.10213, -0.305252
19.6767, -33.6359, -31.7869, 10.2404, -8.6467, 3.5342, 5.31823, 0.316383, -2.33869, -0.240642, 0.12621, 0.399704, 0.36414, -0.178834
17.7901, -32.3487, -31.0199, 12.2295, -7.7967, 3.64604, 5.4372, 1.68672, -2.85607, -0.279196, 0.242189, 0.664676, 0.63273, -0.163558
15.7148, -31.2069, -30.7635, 14.4536, -6.55545, 3.965, 5.25032, 2.91394, -3.02616, -0.20989, 0.164422, 0.569056, 0.163149, -0.0345167
13.7356, -29.7751, -30.3418, 16.6634, -5.47504, 4.00836, 4.65616, 3.94306, -2.90377, -0.222822, 0.122937, 0.290691, -0.222834, 0.0807335
12.1082, -27.8219, -29.0614, 18.6644, -5.00304, 3.44249, 3.5863, 4.76682, -2.49504, -0.41479, 0.276559, 0.110199, 0.117123, 0.0776559
10.4762, -26.1896, -27.5045, 20.5421, -4.5239, 2.9584, 2.62877, 5.60717, -1.92255, -0.348876, 0.181553, 0.103422, -0.0422759, 0.0510228
8.58725, -24.8101, -26.4115, 22.6066, -4.06562, 2.25944, 2.10623, 6.38482, -1.45057, -0.0839334, 0.0292478, 0.13097, -0.368068, 0.0301043
6.35038, -23.3684, -26.2395, 25.0639, -3.73625, 1.03005, 2.0303, 7.01186, -1.19187, 0.136383, 0.094202, 0.0852132, -0.254204, 0.0328882
4.10268, -21.3022, -25.5477, 27.1699, -3.3312, -0.42735, 1.62719, 7.12225, -0.633878, 0.270298, -0.0563748, 0.15701, -0.344283, 0.0362164
1.83916, -18.7995, -24.5441, 29.2189, -2.89801, -1.98176, 1.1314, 6.6966, 0.129721, 0.302243, -0.286057, 0.246285, -0.498115, 0.0161711
-0.436595, -16.2265, -23.9644, 31.7108, -2.588, -3.61779, 0.923105, 5.94151, 0.857771, 0.138568, -0.272589, 0.181293, -0.219578, -0.0389094
-2.04447, -12.9425, -22.9794, 33.8358, -1.85536, -4.69083, 0.447433, 4.87529, 1.57254, -0.0017935, -0.300127, 0.174026, -0.14304, -0.0462243
-3.21945, -9.2729, -21.4399, 35.3802, -0.828025, -5.02949, -0.40227, 3.56069, 2.29682, -0.167722, -0.322886, 0.165468, -0.213124, -0.00836682
-4.52707, -6.04593, -19.7439, 36.5608, -0.0983934, -4.88882, -1.3539, 2.11647, 2.96795, -0.595873, -0.0972202, -0.0197539, 0.151832, -0.00420111
-5.50766, -2.71409, -17.9594, 37.8944, 0.745373, -4.78794, -2.03048, 0.796543, 3.47266, -0.999346, 0.074868, -0.161235, 0.517197, 0.0176825
-5.93144, 0.850634, -16.4436, 39.1092, 1.96911, -4.53741, -2.44685, -0.382215, 3.81786, -1.15325, 0.138079, -0.157835, 0.533309, 0.0770973
-6.11139, 3.97814, -15.7767, 39.478, 3.12848, -3.72722, -2.90666, -1.60636, 4.12586, -1.16644, 0.368216, -0.149904, 0.457125, 0.101912
-6.05973, 7.00337, -14.9864, 39.3626, 4.22171, -2.9436, -3.31799, -2.62435, 4.26276, -1.1624, 0.491872, -0.0664932, 0.378456, 0.000741601
-5.29142, 9.85663, -13.878, 38.7535, 5.21742, -2.60434, -3.26415, -2.96395, 3.92471, -1.01624, 0.334949, 0.168079, 0.195568, -0.100982
-3.40897, 11.772, -13.9623, 36.5705, 5.3514, -2.61703, -3.21591, -3.03304, 3.51992, -0.642062, 0.271825, 0.273056, -0.00751811, 0.018319
-0.693908, 13.4041, -14.6296, 33.6951, 5.09532, -2.77146, -3.13117, -2.95644, 3.07504, -0.229281, 0.319872, 0.188485, -0.0518834, 0.229912
1.91257, 15.7261, -14.135, 31.8632, 5.69864, -2.59434, -2.57731, -2.59765, 2.30438, 0.0574444, 0.229769, 0.15324, -0.0202017, 0.199415
4.23269, 17.572, -13.8555, 29.8533, 6.30251, -1.86888, -2.36698, -2.62786, 1.75265, 0.397452, 0.21053, 0.14746, -0.197571, 0.161588
6.38374, 18.8004, -14.4187, 27.1725, 6.50103, -0.730907, -2.6951, -3.02589, 1.43647, 0.799954, 0.315354, 0.126728, -0.479534, 0.243411
8.81809, 20.9275, -14.5999, 24.8203, 7.12621, 0.0186951, -2.51854, -2.77362, 0.750823, 1.04921, 0.387422, 0.0229305, -0.390564, 0.293396
11.4091, 23.2706, -14.366, 22.5131, 8.03648, 0.532943, -2.0606, -2.36599, 0.0906675, 1.29255, 0.448406, 0.0128361, -0.376407, 0.290642
14.2671, 25.4501, -13.9101, 20.1542, 8.93245, 1.07049, -1.62341, -2.13801, -0.403247, 1.57239, 0.416005, 0.200239, -0.59757, 0.242225
17.7098, 27.8647, -13.5649, 17.8042, 10.0668, 1.66545, -1.04433, -1.81585, -0.88633, 1.55254, 0.400413, 0.0867045, -0.402447, 0.215148
21.2343, 30.2792, -13.235, 15.2594, 11.406, 2.27676, -0.384208, -1.61597, -1.27731, 1.53227, 0.477962, -0.13551, -0.165229, 0.210546
24.5137, 32.5639, -12.7233, 12.3007, 12.6888, 3.03889, 0.173209, -1.77293, -1.64105, 1.6463, 0.648668, -0.160298, -0.187963, 0.202045
28.0835, 35.005, -11.6781, 8.69596, 13.7331, 4.19036, 0.712797, -2.22999, -2.22589, 1.07891, 0.64807, -0.0337834, 0.16691, 0.103753
31.0718, 37.115, -10.7952, 5.25147, 14.6607, 5.04945, 1.35438, -2.67198, -2.72309, 0.492677, 0.535778, 0.105314, 0.535514, -0.000941753
32.6984, 38.3283, -10.7436, 2.66153, 15.6495, 5.10687, 1.89587, -2.64041, -2.70893, 0.647274, 0.480576, 0.0950713, 0.416885, -0.0130318
34.3356, 39.1564, -10.5148, -0.407751, 16.4991, 5.03171, 2.42815, -2.61733, -2.60254, 0.600425, 0.260423, 0.220987, 0.186261, -0.146958
35.5799, 39.6542, -10.0133, -3.64491, 17.1489, 4.7859, 3.04661, -2.61572, -2.50801, 0.281558, -0.0516011, 0.447705, 0.0628932, -0.337605
35.5024, 39.6154, -9.6955, -6.17961, 17.6671, 4.09308, 3.65226, -2.36782, -2.24021, 0.00957632, -0.242924, 0.601368, 0.117236, -0.405175
34.4337, 38.4623, -10.5935, -8.13004, 18.1081, 2.92684, 4.02636, -1.76867, -1.66864, -0.0433872, -0.16516, 0.299244, 0.196909, -0.302073
32.8119, 36.6907, -11.9324, -9.94152, 18.4004, 1.59729, 4.18999, -0.923102, -0.912183, 0.0563016, -0.0359868, -0.197261, 0.163404, -0.177856
30.8121, 35.2008, -12.4085, -11.833, 18.4117, 0.443417, 4.16426, 0.0569506, -0.0939751, 0.172953, -0.144122, -0.372262, -0.0101943, -0.165989
28.4743, 34.1245, -12.7799, -14.2592, 18.3808, -0.703115, 4.17899, 1.08568, 0.480526, 0.117116, -0.199727, -0.612113, -0.0711269, -0.0954323
25.921, 33.0798, -13.4968, -16.9223, 18.149, -1.82251, 4.10916, 2.02658, 0.693397, -0.0208361, -0.181964, -0.93428, -0.069376, 0.0339537
