14.9659, -64.2686, -58.2057, -0.290336, 0.530362, 5.54363, -9.20371, -67.4136, -77.5298, -0.183526, 2.72033, 1.94929, 10.1097, -86.8635, 62.5055, -0.107221, -2.82898, -9.6073, -13.3069, -66.9087, 63.9851, 0.660731, -1.7405, 1.38574
14.904, -64.1554, -57.023, -0.43486, 0.639045, 9.21155, -9.24286, -66.8333, -77.114, -0.38808, 4.30496, 3.52401, 10.0869, -87.467, 60.456, -0.134595, -3.85226, -15.9694, -13.166, -67.28, 64.2807, 1.08554, -2.94735, 2.10523
14.7804, -63.9959, -54.2754, -0.580104, 0.232834, 13.5581, -9.36929, -65.5768, -76.0263, -0.649108, 5.71083, 5.86293, 10.0523, -88.5071, 55.6919, -0.184071, -4.05605, -23.3887, -12.8438, -68.1663, 64.8834, 1.57211, -4.64716, 2.56233
14.6565, -64.0561, -51.2382, -0.638591, -1.12081, 13.3322, -9.51981, -64.3966, -74.6125, -0.516674, 4.4489, 6.72314, 10.0083, -89.1976, 50.4768, -0.449292, -1.95267, -22.6002, -12.4952, -69.2628, 65.374, 1.50928, -5.40521, 1.65936
14.5079, -64.4741, -48.587, -0.773089, -2.43714, 12.7267, -9.58974, -63.6786, -73.1577, -0.319541, 3.03401, 7.32819, 9.8606, -89.3403, 46.0492, -0.75721, 0.363028, -21.1203, -12.1998, -70.4725, 65.5913, 1.41271, -6.04625, 0.772494
14.3266, -65.0959, -45.8082, -0.746548, -3.25931, 13.1561, -9.65615, -63.1021, -71.4858, -0.141326, 2.37047, 8.28874, 9.68524, -89.0427, 41.4654, -0.536457, 1.05205, -21.8297, -11.8924, -71.8426, 65.7036, 1.47362, -6.55693, 0.168461
14.1894, -65.8647, -42.9737, -0.515592, -3.93666, 13.3553, -9.65004, -62.6672, -69.6212, 0.267318, 1.74419, 9.13739, 9.63171, -88.8914, 36.7352, 0.0794291, -0.432104, -21.6754, -11.5711, -73.2701, 65.6632, 1.54435, -6.7136, -0.617087
14.1066, -66.7756, -40.1099, -0.527908, -4.61698, 13.638, -9.5421, -62.3579, -67.5872, 0.457104, 1.21483, 9.91246, 9.71913, -89.2271, 32.2173, 0.460969, -0.947911, -19.7088, -11.2335, -74.707, 65.4403, 1.60211, -6.88473, -1.54758
13.9641, -67.8347, -37.1549, -0.744215, -5.05037, 13.9299, -9.45501, -62.1489, -65.3919, 0.237878, 0.636113, 10.6045, 9.82839, -89.2958, 28.3261, 0.515516, -0.143981, -18.0586, -10.8875, -76.2076, 65.0029, 1.59832, -7.11633, -2.73403
13.7891, -68.9304, -34.1665, -0.799401, -5.10228, 13.9485, -9.4406, -62.0865, -63.0626, -0.0130579, -0.0748783, 11.1572, 9.93908, -89.2885, 24.5123, 0.574867, -0.337332, -18.7828, -10.5516, -77.7433, 64.2738, 1.53492, -7.19554, -4.0058
13.6231, -70.0116, -31.2035, -0.698145, -5.28853, 13.9046, -9.46058, -62.1808, -60.6315, 0.292732, -0.657311, 11.6294, 10.0737, -89.4398, 20.3121, 0.736105, -1.14307, -20.1587, -10.2326, -79.2777, 63.2938, 1.49148, -7.12811, -4.91832
13.4912, -71.1868, -28.2339, -0.590254, -5.56163, 14.0173, -9.3157, -62.367, -58.1007, 0.901779, -1.36902, 12.2318, 10.2532, -89.7762, 15.9112, 0.97598, -1.52609, -20.7798, -9.91521, -80.7847, 62.1753, 1.46914, -7.52698, -6.55138
13.3712, -72.3846, -25.2228, -0.585334, -5.44962, 14.2579, -9.07582, -62.7649, -55.4125, 1.15604, -2.55542, 13.1077, 10.4901, -90.0909, 11.446, 1.26601, -1.13502, -21.2039, -9.60576, -82.4892, 60.4985, 1.43084, -8.89023, -10.0697
13.2415, -73.512, -22.1505, -0.602462, -5.09133, 14.5699, -8.82246, -63.4573, -52.5081, 1.25564, -3.44674, 13.9807, 10.7933, -90.2605, 6.86423, 1.79238, -0.667423, -23.0442, -9.30472, -84.5778, 57.8789, 1.43563, -10.1387, -13.5634
13.1142, -74.5569, -19.0063, -0.59697, -4.90751, 14.7772, -8.54008, -64.2355, -49.4474, 1.37409, -3.70306, 14.5884, 11.2548, -90.3757, 1.61381, 2.35802, 0.0849187, -24.5114, -8.99322, -86.815, 54.7115, 1.31307, -9.9221, -14.8146
12.9868, -75.6059, -15.8456, -0.618441, -5.15286, 14.7991, -8.23618, -65.0373, -46.2837, 1.42901, -3.81721, 15.0101, 11.7994, -90.2243, -3.59398, 2.64275, 1.3638, -22.3906, -8.74447, -88.8113, 51.558, 0.915874, -8.24663, -13.9818
12.8503, -76.7554, -12.692, -0.634606, -5.63478, 15.0574, -7.93037, -65.8642, -43.0431, 1.48053, -4.18879, 15.6326, 12.3824, -89.7938, -7.93953, 3.42892, 3.03367, -19.7765, -8.60245, -90.3336, 48.7459, 0.962942, -6.80024, -16.1318
12.716, -78.01, -9.42109, -0.617035, -5.91153, 15.458, -7.60449, -66.8245, -39.6138, 1.54977, -4.60682, 16.3883, 13.2624, -88.9299, -12.032, 4.50611, 5.52859, -18.8015, -8.33362, -91.7127, 44.6751, 1.22534, -5.32703, -20.17
12.587, -79.2777, -6.09663, -0.588208, -5.79876, 15.3741, -7.26913, -67.8298, -36.0508, 1.53481, -4.55868, 16.7296, 14.305, -87.4349, -15.9615, 4.75249, 8.48649, -17.4606, -8.07964, -92.6065, 40.14, 0.928331, -3.48145, -18.9119
12.465, -80.4842, -2.86149, -0.469834, -5.59623, 14.8857, -6.94964, -68.7695, -32.4758, 1.47825, -4.25416, 16.8107, 15.2901, -85.309, -19.4818, 4.54785, 10.4717, -13.7633, -7.93753, -93.1981, 36.606, 0.79419, -2.79197, -16.3843
12.3866, -81.6654, 0.254607, -0.339078, -5.38647, 14.5654, -6.63841, -69.6449, -28.8782, 1.44002, -3.99964, 16.9854, 16.2454, -82.967, -21.8338, 4.197, 11.2135, -8.46013, -7.74078, -93.7977, 33.1494, 1.04544, -2.58606, -17.4713
12.3204, -82.7824, 3.3531, -0.434469, -4.87266, 14.6707, -6.33523, -70.476, -25.2287, 1.3731, -3.79457, 17.2198, 17.0809, -80.5246, -23.0915, 3.13909, 11.7529, -4.39486, -7.49148, -94.3015, 29.1516, 1.13206, -2.00327, -19.7388
12.2012, -83.7444, 6.51413, -0.708812, -4.07082, 14.978, -6.05255, -71.2639, -21.5311, 1.20023, -3.58915, 17.6148, 17.5848, -77.9524, -23.709, 1.82295, 12.3851, -1.47167, -7.25777, -94.6524, 24.7275, 1.12299, -1.19235, -22.5799
12.0179, -84.5193, 9.74373, -0.901502, -3.37093, 14.7109, -5.82313, -72.0074, -17.7131, 0.976557, -3.27238, 17.9969, 17.8587, -75.2402, -23.7194, 1.07277, 12.7963, 1.61989, -7.01234, -94.8102, 19.5175, 1.11097, 0.0605822, -25.4563
