-0.302092,-0.1315,-0.0760632,0.182568,-0.00160704,-0.000291766,0.149876,0.188047,0.163343,1.19E-07,9.54E-18,-8.62E-18
-0.254874,-0.135847,-0.0858894,0.111434,-0.00120285,-0.000218938,0.159625,0.189426,0.166524,1.19E-07,1.04E-17,-5.39E-18
-0.207888,-0.141916,-0.0980518,0.0388038,-0.000462499,-8.48E-05,0.178283,0.192194,0.172666,-1.19E-07,1.04E-17,-5.83E-18
-0.167924,-0.147111,-0.107334,0.000572681,-7.26E-06,-1.34E-06,0.189996,0.19402,0.176561,1.19E-07,1.21E-17,-7.62E-18
-0.141065,-0.150865,-0.113201,1.19E-07,-2.78E-17,-4.12E-18,0.181085,0.194505,0.175577,1.19E-07,7.81E-18,-6.98E-18
-0.12405,-0.155384,-0.119695,1.19E-07,-2.43E-17,-3.82E-17,0.159354,0.195608,0.173118,1.19E-07,9.54E-18,-8.59E-18
-0.108194,-0.15918,-0.124997,-1.19E-07,-2.43E-17,-1.32E-17,0.14346,0.196426,0.171355,-1.19E-07,1.13E-17,-6.27E-18
-0.0882026,-0.162671,-0.129108,-1.19E-07,-2.78E-17,2.69E-17,0.135699,0.196874,0.170429,-1.19E-07,9.54E-18,-6.56E-18
-0.0681306,-0.168484,-0.134634,1.19E-07,-2.78E-17,4.12E-18,0.11458,0.198127,0.167921,-1.19E-07,1.13E-17,-5.72E-18
-0.0479943,-0.173881,-0.139837,-1.19E-07,-3.12E-17,1.91E-17,0.0969543,0.199189,0.165867,1.19E-07,1.04E-17,-8.19E-18
-0.0276965,-0.177641,-0.143838,-1.19E-07,-2.43E-17,-2.70E-17,0.0901458,0.199634,0.165026,1.19E-07,1.04E-17,-8.94E-18
-0.00791037,-0.183764,-0.148815,-1.19E-07,-2.78E-17,-5.42E-18,0.0699937,0.201006,0.162504,1.19E-07,6.94E-18,-1.36E-17
0.011373,-0.189747,-0.153665,-1.19E-07,-2.78E-17,2.35E-17,0.0509939,0.202323,0.160166,1.19E-07,1.04E-17,-5.04E-18
0.030057,-0.193497,-0.157445,-1.19E-07,3.47E-18,-2.21E-17,0.0455009,0.202706,0.159478,-1.19E-07,1.21E-17,-9.97E-18
0.047269,-0.199117,-0.161893,-1.19E-07,1.87E-16,-6.18E-18,0.0323665,0.203626,0.157778,1.19E-07,1.39E-17,-8.73E-18
0.0638558,-0.20494,-0.166359,1.19E-07,3.64E-16,-6.29E-18,0.018423,0.204615,0.155992,1.19E-07,1.21E-17,-1.28E-17
0.0807966,-0.20867,-0.169918,-1.19E-07,4.16E-16,-1.15E-17,0.0137191,0.204958,0.155383,1.19E-07,8.67E-18,-6.56E-18
0.0972589,-0.213969,-0.173716,-1.19E-07,4.16E-16,1.13E-17,0.00160229,0.205886,0.153754,-1.19E-07,1.39E-17,-1.15E-17
0.113324,-0.219822,-0.177632,-1.19E-07,4.09E-16,-3.17E-17,-0.0129293,0.207014,0.151819,-1.19E-07,1.04E-17,-1.36E-17
0.129765,-0.223751,-0.181108,-1.19E-07,4.09E-16,-1.82E-17,-0.0181249,0.207417,0.151108,-1.19E-07,1.04E-17,-8.94E-18
0.149862,-0.229372,-0.185218,-1.19E-07,2.57E-16,1.65E-17,-0.0263586,0.207979,0.149582,-1.19E-07,8.67E-18,-8.13E-19
0.167572,-0.235467,-0.188977,-1.19E-07,6.25E-17,-1.82E-17,-0.0376251,0.208768,0.147504,1.19E-07,1.04E-17,-3.42E-18
0.174198,-0.237929,-0.190408,-1.19E-07,-3.12E-17,-2.34E-17,-0.0424598,0.209114,0.146615,-1.19E-07,1.21E-17,-7.32E-18
0.187759,-0.242093,-0.193099,-1.19E-07,-2.78E-17,-1.21E-17,-0.0496275,0.20964,0.14526,1.19E-07,1.04E-17,2.71E-19
0.209328,-0.248807,-0.197466,-1.19E-07,-2.43E-17,-6.07E-18,-0.0610372,0.210498,0.143112,-1.19E-07,1.21E-17,-2.11E-18
0.220584,-0.252357,-0.199789,-1.19E-07,-3.47E-17,-2.86E-17,-0.0669951,0.210956,0.141994,1.19E-07,1.21E-17,-3.42E-18
0.231588,-0.25573,-0.202165,1.19E-07,-3.47E-17,-2.60E-18,-0.0766574,0.211494,0.140488,1.19E-07,5.20E-18,-7.10E-18
0.252652,-0.262282,-0.206802,-1.19E-07,-1.39E-17,8.67E-19,-0.0951675,0.212558,0.137622,1.19E-07,1.21E-17,-7.32E-18
0.265877,-0.266462,-0.209774,-1.19E-07,-4.16E-17,-1.99E-17,-0.106801,0.213248,0.135833,1.19E-07,8.67E-18,-1.30E-17
0.279159,-0.270009,-0.213402,0.000727534,-6.18E-06,1.19E-06,-0.111355,0.215069,0.135599,-1.19E-07,1.56E-17,-1.08E-17
0.309112,-0.278325,-0.221874,0.00246418,-2.09E-05,4.03E-06,-0.12179,0.219384,0.135112,1.19E-07,6.94E-18,-3.85E-18
0.327393,-0.283825,-0.227366,0.00373363,-3.17E-05,6.11E-06,-0.129425,0.222532,0.134759,1.19E-07,1.39E-17,-1.25E-18
0.311599,-0.280085,-0.224025,0.0427849,-0.000505103,-8.59E-05,-0.144222,0.227954,0.131335,1.19E-07,1.21E-17,-7.10E-18
0.272334,-0.270723,-0.216183,0.176887,-0.00200346,-0.000373635,-0.185807,0.244568,0.121353,-1.19E-07,9.97E-18,-7.37E-18
0.227799,-0.260807,-0.207355,0.334533,-0.00334531,-0.000638357,-0.212973,0.259269,0.114311,1.19E-07,9.87E-18,-8.40E-18
0.191632,-0.25295,-0.19943,0.460536,-0.00394505,-0.00089893,-0.190642,0.265313,0.11564,1.19E-07,1.30E-17,-5.15E-18
0.157501,-0.243746,-0.191266,0.585303,-0.00571254,-0.0018363,-0.131882,0.280544,0.116714,1.19E-07,1.04E-17,-9.49E-18
0.124468,-0.235253,-0.183653,0.698047,-0.00764169,-0.00289016,-0.0517235,0.296045,0.122444,1.19E-07,1.15E-17,-1.05E-17
0.093791,-0.229068,-0.176609,0.781961,-0.00841814,-0.00337676,0.0401354,0.304363,0.137167,-1.19E-07,6.51E-18,-6.45E-18
